EmployeeCode,DateofJoin,DateOfRelieving,AttritionMonth,ExperienceInAGS,Experience.Range,EmployeeAge,Gender,MaritalStatus,Shift,WorkFacility,WorkLocation,JobRole,Designation,ExperienceType,LastReviewType,LastReviewDate,LastReviewRating,LastButOneReviewType,LastButOneReviewDate,LastButOneReviewRating,ProdAvgDuringNotice,QualAvgDuringNotice,ProdAvgBeforeNotice,QualAvgBeforeNotice,ProdAvgDuringNoticeRange,QualAvgDuringNoticeRange,ProdAvgBeforeNoticeRange,QualAvgBeforeNoticeRange,Course,Last30DaysLeaveCount,TotalExtraHoursWorked,Function,Shift_Name,Rating Bracket,TransportMode,Distance,TravelTimeRange,TravelTime,Availability_Filter,Available,Involuntary Exit,Voluntary Exit,VolInVol Attrition,Attrition,ExitType,ReasonofLeaving,RptEmployeeName,RptEmployeeCode,Rpt2EmployeeCode,DateofBirth,PrevShift,PrevWorkFacility,PrevWorkLocation,CurrentAddressCity,CurrentAddressPincode,PermenantAddressCity,PermenantAddressPincode,RptEffectiveFrom,RptSpanofControl,Process,Client,SubClient,ProjectEffectiveFrom,PrevVertical,PrevProcess,PrevClient,PrevSubClient,PrevEmployer,EngagementIndex,StaffingEmployeeStatus,Vertical,Department,DepartmentGroup
R09981,9/26/2016,,,1, Month <= 01,22,Female,UnMarried,06:00PM-03:00AM,Prince Infocity,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,0,,,,,0%,0%,0%,0%,BE/Btech,1,3,Voice,Night,E,Cab,,,0,Current Employee,1,0,0,0,0,,,ImmanuelRaj.MohanRaj,R03655,R00267,3/10/1994,06:30PM-03:30AM,Tidel 5th,Chennai,Chennai,600042,Chennai,600042,11/8/2016,,AR Follow Up,McKesson,NYU_Direct,10/21/2016,AR,AR Follow Up,AGS,AGS,,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R09982,9/26/2016,,,1, Month <= 01,23,Male,UnMarried,06:30PM-03:30AM,Prince Infocity,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,0,,,,,0%,0%,0%,0%,BSc,0,3,Voice,Night,E,Cab,,,0,Current Employee,1,0,0,0,0,,,sivakumar.dhakshanamoorthy,R00280,R00511,10/16/1993,,Tidel 5th,Chennai,Kancheepuram,600115,Kancheepuram,600115,10/26/2016,,AR Follow Up,McKesson,NYU,10/20/2016,AR,AR Follow Up,AGS,AGS,,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R09983,9/26/2016,,,1, Month <= 01,33,Male,UnMarried,06:30PM-03:30AM,Prince Infocity,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,0,,,,,0%,0%,0%,0%,BE/Btech,1,5,Voice,Night,E,Cab,,,0,Current Employee,1,0,0,0,0,,,sivakumar.dhakshanamoorthy,R00280,R00511,8/19/1983,,Tidel 5th,Chennai,Chennai,600004,Chennai,600004,10/26/2016,,AR Follow Up,McKesson,NYU,10/20/2016,AR,AR Follow Up,AGS,AGS,,Red,,Accounts Receivable,Revenue Cycle Management,Operations
R09984,9/26/2016,,,1, Month <= 01,26,Male,Married,06:30PM-03:30AM,Tidel 5th,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,0,,,,,0%,0%,0%,0%,BSc,2,9,Voice,Night,E,Cab,,,0,Current Employee,1,0,0,0,0,,,Joel.StephenThamban,R02817,R02455,3/13/1990,06:30PM-03:30AM,Tidel 5th,Chennai,Chennai,600095,Chennai,600095,11/4/2016,,AR Follow Up,NMBS,Non APM,10/20/2016,AR,AR Follow Up,AGS,AGS,Firstsource Solutions,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R09985,9/26/2016,,,1, Month <= 01,33,Male,UnMarried,06:30PM-03:30AM,Tidel 5th,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,,,,,< 80%,< 90%,,,BE/Btech,0,6,Voice,Night,E,Cab,,,0,Current Employee,1,0,0,0,0,,,sivakumar.dhakshanamoorthy,R00280,R00511,11/21/1983,,Tidel 5th,Chennai,Chennai,600091,Chennai,600091,10/26/2016,33,AR Follow Up,AGS,AGS,9/26/2016,,,,,S A Engineering College,Green,Job Abandonment,Accounts Receivable,Revenue Cycle Management,Operations
R09986,9/26/2016,,,1, Month <= 01,28,Male,UnMarried,06:30PM-03:30AM,Tidel 5th,Chennai,Team Member,Junior Process Associate,Fresher,NA,,,,,0,,,,,0%,0%,0%,0%,Diploma,0,5,Voice,Night,E,Cab,,,0,Current Employee,1,0,0,0,0,,,sivakumar.dhakshanamoorthy,R00280,R00511,10/19/1988,,Tidel 5th,Chennai,Kancheepuram,600117,Kancheepuram,600117,10/26/2016,,AR Follow Up,McKesson,NYU,10/20/2016,AR,AR Follow Up,AGS,AGS,APOLLO HEALTH STREET,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R09987,9/26/2016,,,1, Month <= 01,22,Male,UnMarried,06:00PM-03:00AM,Tidel 5th,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,0,,,,,0%,0%,0%,0%,BA/Bcom/BPharm,1,6,Voice,Night,E,Cab,,,0,Current Employee,1,0,0,0,0,,,ImmanuelRaj.MohanRaj,R03655,R00267,3/12/1994,06:30PM-03:30AM,Tidel 5th,Chennai,Chennai,600086,Chennai,600086,11/7/2016,,AR Follow Up,McKesson,NYU_Direct,11/7/2016,AR,AR Follow Up,AGS,AGS,,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R09988,9/26/2016,10/5/2016,2016-10,0, Month <= 01,23,Male,UnMarried,06:30PM-03:30AM,Tidel 5th,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,,,,,,,,,BE/Btech,3,0,Voice,Night,NA,Cab,,,0,Employee Left,0,0,0,0,1,Training,Poor Performance,HariHaran.Mohan,R03160,R00352,10/30/1993,,,,Chitlapakkam,600064,Pudukottai,622003,9/26/2016,30,AR Follow Up,AGS,AGS,9/28/2016,,,,,,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R09989,9/26/2016,10/5/2016,2016-10,0, Month <= 01,20,Female,UnMarried,06:30PM-03:30AM,Tidel 5th,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,,,,,,,,,BCA/BBA,3,0,Voice,Night,NA,Cab,,,0,Employee Left,0,0,0,0,1,Training,Poor Performance,HariHaran.Mohan,R03160,R00352,5/31/1996,,,,Tiruvallur,600080,Tiruvallur,600080,9/26/2016,30,AR Follow Up,AGS,AGS,9/28/2016,,,,,,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R09990,9/26/2016,,,1, Month <= 01,23,Male,UnMarried,06:30PM-03:30AM,Prince Infocity,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,0,,,,,0%,0%,0%,0%,BE/Btech,0,3,Voice,Night,E,Cab,,,0,Current Employee,1,0,0,0,0,,,sivakumar.dhakshanamoorthy,R00280,R00511,12/28/1993,,Tidel 5th,Chennai,Dharmapuri,635104,Dharmapuri,635104,10/26/2016,,AR Follow Up,McKesson,NYU,11/7/2016,AR,AR Follow Up,AGS,AGS,,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R09991,9/26/2016,10/5/2016,2016-10,0, Month <= 01,22,Male,UnMarried,06:30PM-03:30AM,Tidel 5th,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,,,,,,,,,BE/Btech,3,0,Voice,Night,NA,Two Wheeler,,,0,Employee Left,0,0,0,0,1,Training,Poor Performance,HariHaran.Mohan,R03160,R00352,9/30/1994,,,,Chennai,600041,Chennai,600041,9/26/2016,30,AR Follow Up,AGS,AGS,9/28/2016,,,,,,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R09992,9/26/2016,,,1, Month <= 01,24,Male,UnMarried,06:30PM-03:30AM,Prince Infocity,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,0,,,,,0%,0%,0%,0%,BE/Btech,1,9,Voice,Night,E,Cab,,,0,Current Employee,1,0,0,0,0,,,Sathish.Pratap,R05173,R00041,9/5/1992,,Tidel 5th,Chennai,Perungudi,600096,Perungudi,600096,10/25/2016,,AR Follow Up,NMBS,APM,10/20/2016,AR,AR Follow Up,AGS,AGS,,Red,,Accounts Receivable,Revenue Cycle Management,Operations
R09993,9/26/2016,,,1, Month <= 01,21,Female,UnMarried,06:30PM-03:30AM,Prince Infocity,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,,,,,< 80%,< 90%,,,BCA/BBA,0,3,Voice,Night,E,Cab,,,0,Current Employee,1,0,0,0,0,,,sivakumar.dhakshanamoorthy,R00280,R00511,3/3/1995,,Tidel 5th,Chennai,Chennai,600086,Chennai,600086,10/26/2016,32,AR Follow Up,McKesson,NYU,10/20/2016,AR,AR Follow Up,AGS,AGS,,Red,,Accounts Receivable,Revenue Cycle Management,Operations
R09994,9/26/2016,,,1, Month <= 01,24,Male,UnMarried,06:30PM-03:30AM,HYD,Hyderabad,Team Member,Process Associate - Level 1,Lateral,NA,,,,,0,100,98,,,095 - 100 %,095 - 098 %,0%,0%,BE/Btech,2,0,Voice,Night,E,Cab,,,0,Current Employee,1,0,0,0,0,,,PaulDavid.William,R03560,R00758,3/30/1992,,,,Hyderabad,500047,Hyderabad,500047,11/9/2016,,AR Follow Up,MedAssets,Pinnacle Soarian HB,9/27/2016,,,,,SUTHERLAND,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R09995,9/27/2016,10/5/2016,2016-10,0, Month <= 01,22,Male,NA,06:30PM-03:30AM,Tidel 5th,Chennai,Team Member,Trainee - Process Associate,Lateral,NA,,,,,,,,,,,,,,NA,5,0,Voice,Night,NA,NA,,,0,Employee Left,0,0,0,0,1,Training,Drop,HariHaran.Mohan,R03160,R00352,2/28/1994,,,,,,,,9/27/2016,30,AR Follow Up,AGS,AGS,9/27/2016,,,,,,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R10028,10/3/2016,,,1, Month <= 01,22,Female,UnMarried,06:00PM-03:00AM,Elnet,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,0,,,,,0%,0%,0%,0%,BSc,0,0,Voice,Night,E,Cab,,,0,Current Employee,1,0,0,0,0,,,Zingrim.Ningshen,R03319,R09999,2/14/1994,06:30PM-03:30AM,Tidel 5th,Chennai,Chennai,600021,Chennai,600021,11/8/2016,,AR Follow Up,Ensemble,Carepoint Hospitals,11/9/2016,AR,AR Follow Up,AGS,AGS,,Green,Ramp,Accounts Receivable,Revenue Cycle Management,Operations
R10029,10/3/2016,10/20/2016,2016-10,1, Month <= 01,31,Female,UnMarried,06:30PM-03:30AM,Tidel 5th,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,,,,,,,,,MSc/Mpharm/MPhil,11,8,Voice,Night,NA,Cab,,,0,Employee Left,0,0,0,0,1,Training,Drop,Aravindan.Adhikesavan,R03396,R00352,12/20/1985,,,,Chennai,600053,Mumbai,400083,10/3/2016,19,AR Follow Up,AGS,AGS,10/3/2016,,,,,,,,Accounts Receivable,Revenue Cycle Management,Operations
R10030,10/3/2016,,,1, Month <= 01,18,Male,UnMarried,06:00PM-03:00AM,Tidel 5th,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,0,,,,,0%,0%,0%,0%,HSC,0,0,Voice,Night,E,Cab,,,0,Current Employee,1,0,0,0,0,,,VenkatSrinivas.Surendaran,R01391,R09999,7/9/1998,06:30PM-03:30AM,Tidel 5th,Chennai,Chennai,600010,Chennai,600010,10/27/2016,,AR Follow Up,Ensemble,Mercy Health,11/9/2016,AR,AR Follow Up,AGS,AGS,,Amber,,Accounts Receivable,Revenue Cycle Management,Operations
R10031,10/3/2016,,,1, Month <= 01,26,Male,UnMarried,06:00PM-03:00AM,Tidel 5th,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,0,,,,,0%,0%,0%,0%,BE/Btech,1,0,Voice,Night,E,Cab,,,0,Current Employee,1,0,0,0,0,,,VenkatSrinivas.Surendaran,R01391,R09999,7/21/1990,06:30PM-03:30AM,Tidel 5th,Chennai,Chennai,600114,Chennai,600114,10/27/2016,,AR Follow Up,Ensemble,Mercy Health,11/9/2016,AR,AR Follow Up,AGS,AGS,,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R10032,10/3/2016,10/12/2016,2016-10,0, Month <= 01,24,Female,UnMarried,06:30PM-03:30AM,Tidel 5th,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,,,,,,,,,BE/Btech,3,0,Voice,Night,NA,Cab,,,0,Employee Left,0,0,0,0,1,Training,Poor Performance,Aravindan.Adhikesavan,R03396,R00352,11/10/1992,,,,Chennai,600004,Vellore,632531,10/3/2016,27,AR Follow Up,AGS,AGS,10/3/2016,,,,,,,,Accounts Receivable,Revenue Cycle Management,Operations
R10033,10/3/2016,,,1, Month <= 01,20,Male,UnMarried,06:00PM-03:00AM,Tidel 5th,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,0,,,,,0%,0%,0%,0%,BSc,0,0,Voice,Night,E,Cab,,,0,Current Employee,1,0,0,0,0,,,VenkatSrinivas.Surendaran,R01391,R09999,2/10/1996,06:30PM-03:30AM,Elnet,Chennai,Chennai,600078,Chennai,600078,10/27/2016,,AR Follow Up,Ensemble,Mercy Health,11/28/2016,AR,AR Follow Up,Ensemble,Mercy Health,,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R10034,10/3/2016,,,1, Month <= 01,24,Male,UnMarried,06:00PM-03:00AM,Tidel 5th,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,0,,,,,0%,0%,0%,0%,BE/Btech,1,0,Voice,Night,E,Cab,,,0,Current Employee,1,0,0,0,0,,,VenkatSrinivas.Surendaran,R01391,R09999,12/6/1992,06:30PM-03:30AM,Tidel 5th,Chennai,Chennai,600116,Vellore,630001,10/27/2016,,AR Follow Up,Ensemble,Mercy Health,11/9/2016,AR,AR Follow Up,AGS,AGS,,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R10035,10/3/2016,,,1, Month <= 01,24,Male,UnMarried,06:30PM-03:30AM,Tidel 5th,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,0,,,,,0%,0%,0%,0%,BSc,3,0,Voice,Night,E,Cab,,,0,Current Employee,1,0,0,0,0,,,Zingrim.Ningshen,R03319,R09999,8/19/1992,06:30PM-03:30AM,Tidel 5th,Chennai,Chennai,600041,Madurai,625007,11/8/2016,,AR Follow Up,Ensemble,Carepoint Hospitals,11/15/2016,AR,AR Follow Up,AGS,AGS,,Red,Long Leave,Accounts Receivable,Revenue Cycle Management,Operations
R10036,10/3/2016,,,1, Month <= 01,23,Male,UnMarried,06:00PM-03:00AM,Tidel 5th,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,0,,,,,0%,0%,0%,0%,BSc,1,0,Voice,Night,E,Cab,,,0,Current Employee,1,0,0,0,0,,,Zingrim.Ningshen,R03319,R09999,11/30/1993,06:30PM-03:30AM,Tidel 5th,Chennai,Kolathur,600099,Kolathur,600099,11/8/2016,,AR Follow Up,Ensemble,Carepoint Hospitals,11/9/2016,AR,AR Follow Up,AGS,AGS,,Green,Ramp,Accounts Receivable,Revenue Cycle Management,Operations
R10037,10/3/2016,,,1, Month <= 01,24,Male,UnMarried,06:00PM-03:00AM,Elnet,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,0,,,,,0%,0%,0%,0%,MSc/Mpharm/MPhil,1,0,Voice,Night,E,Cab,,,0,Current Employee,1,0,0,0,0,,,VenkatSrinivas.Surendaran,R01391,R09999,8/24/1992,06:30PM-03:30AM,Tidel 5th,Chennai,Chennai,600005,Chennai,600005,10/27/2016,,AR Follow Up,Ensemble,Mercy Health,11/9/2016,AR,AR Follow Up,AGS,AGS,,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R10038,10/3/2016,,,1, Month <= 01,23,Male,UnMarried,06:00PM-03:00AM,Elnet,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,0,,,,,0%,0%,0%,0%,BE/Btech,0,3,Voice,Night,E,Cab,,,0,Current Employee,1,0,0,0,0,,,VenkatSrinivas.Surendaran,R01391,R09999,6/10/1993,06:30PM-03:30AM,Tidel 5th,Chennai,Pammal,600075,Pammal,600075,10/27/2016,,AR Follow Up,Ensemble,Mercy Health,11/9/2016,AR,AR Follow Up,AGS,AGS,Bharti Airtel Ltd,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R10039,10/3/2016,10/20/2016,2016-10,1, Month <= 01,24,Male,NA,06:30PM-03:30AM,Tidel 5th,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,,,,,,,,,NA,12,0,Voice,Night,NA,NA,,,0,Employee Left,0,0,0,0,1,Training,Drop,Aravindan.Adhikesavan,R03396,R00352,12/1/1992,,,,,,,,10/3/2016,19,AR Follow Up,AGS,AGS,10/3/2016,,,,,,,,Accounts Receivable,Revenue Cycle Management,Operations
R10040,10/3/2016,,,1, Month <= 01,22,Male,UnMarried,06:00PM-03:00AM,Tidel 5th,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,0,,,,,0%,0%,0%,0%,BE/Btech,1,3,Voice,Night,E,Cab,,,0,Current Employee,1,0,0,0,0,,,Zingrim.Ningshen,R03319,R09999,1/10/1994,06:30PM-03:30AM,Tidel 5th,Chennai,Chennai,600091,Tiruvottiyur,600019,11/8/2016,,AR Follow Up,Ensemble,Carepoint Hospitals,11/10/2016,AR,AR Follow Up,AGS,AGS,,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R10041,10/3/2016,,,1, Month <= 01,26,Male,UnMarried,06:00PM-03:00AM,Tidel 5th,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,0,,,,,0%,0%,0%,0%,BCA/BBA,0,0,Voice,Night,E,Cab,,,0,Current Employee,1,0,0,0,0,,,VenkatSrinivas.Surendaran,R01391,R09999,11/13/1990,06:30PM-03:30AM,Tidel 5th,Chennai,Chennai,600038,Chennai,600038,10/27/2016,,AR Follow Up,Ensemble,Mercy Health,11/9/2016,AR,AR Follow Up,AGS,AGS,Maersk Global Solutions,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R10042,10/3/2016,10/12/2016,2016-10,0, Month <= 01,22,Female,UnMarried,06:30PM-03:30AM,Tidel 5th,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,,,,,,,,,Diploma,3,0,Voice,Night,NA,Cab,,,0,Employee Left,0,0,0,0,1,Training,Poor Performance,Aravindan.Adhikesavan,R03396,R00352,2/15/1994,,,,Chennai,600060,Chennai,600060,10/3/2016,27,AR Follow Up,AGS,AGS,10/3/2016,,,,,,,,Accounts Receivable,Revenue Cycle Management,Operations
R10043,10/3/2016,,,1, Month <= 01,26,Female,UnMarried,06:00PM-03:00AM,Elnet,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,0,,,,,0%,0%,0%,0%,BSc,4,0,Voice,Night,E,Cab,,,0,Current Employee,1,0,0,0,0,,,Zingrim.Ningshen,R03319,R09999,11/1/1990,06:30PM-03:30AM,Tidel 5th,Chennai,Anakaputhur,600070,Pammal,600075,11/8/2016,,AR Follow Up,Ensemble,Carepoint Hospitals,11/9/2016,AR,AR Follow Up,AGS,AGS,,Green,Ramp,Accounts Receivable,Revenue Cycle Management,Operations
R10044,10/3/2016,,,1, Month <= 01,21,Male,UnMarried,06:00PM-03:00AM,Tidel 5th,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,0,,,,,0%,0%,0%,0%,HSC,0,0,Voice,Night,E,Cab,,,0,Current Employee,1,0,0,0,0,,,Zingrim.Ningshen,R03319,R09999,6/18/1995,06:30PM-03:30AM,Tidel 5th,Chennai,Chennai,600041,Chennai,600041,11/8/2016,,AR Follow Up,Ensemble,Carepoint Hospitals,11/9/2016,AR,AR Follow Up,AGS,AGS,,Green,Ramp,Accounts Receivable,Revenue Cycle Management,Operations
R10045,10/3/2016,,,1, Month <= 01,25,Male,UnMarried,06:00PM-03:00AM,Tidel 5th,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,0,,,,,0%,0%,0%,0%,BA/Bcom/BPharm,0,3,Voice,Night,E,Cab,,,0,Current Employee,1,0,0,0,0,,,VenkatSrinivas.Surendaran,R01391,R09999,3/26/1991,06:30PM-03:30AM,Tidel 5th,Chennai,Thiruvallur,603103,Thiruvallur,603103,10/27/2016,,AR Follow Up,Ensemble,Mercy Health,11/9/2016,AR,AR Follow Up,AGS,AGS,,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R10046,10/3/2016,10/12/2016,2016-10,0, Month <= 01,24,Male,UnMarried,06:30PM-03:30AM,Tidel 5th,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,,,,,,,,,BE/Btech,3,0,Voice,Night,NA,Cab,,,0,Employee Left,0,0,0,0,1,Training,Poor Performance,Aravindan.Adhikesavan,R03396,R00352,5/16/1992,,,,Kancheepuram,600125,Vadalur,607303,10/3/2016,27,AR Follow Up,AGS,AGS,10/3/2016,,,,,,,,Accounts Receivable,Revenue Cycle Management,Operations
R10047,10/3/2016,,,1, Month <= 01,20,Female,UnMarried,06:00PM-03:00AM,Elnet,Chennai,Team Member,Trainee - Process Associate,Fresher,NA,,,,,0,,,,,0%,0%,0%,0%,BA/Bcom/BPharm,0,0,Voice,Night,E,Cab,,,0,Current Employee,1,0,0,0,0,,,Zingrim.Ningshen,R03319,R09999,9/25/1996,06:30PM-03:30AM,Tidel 5th,Chennai,Chennai,600005,Chennai,600005,11/8/2016,,AR Follow Up,Ensemble,Carepoint Hospitals,11/9/2016,AR,AR Follow Up,AGS,AGS,,Green,Ramp,Accounts Receivable,Revenue Cycle Management,Operations
R10049,10/3/2016,,,1, Month <= 01,25,Male,UnMarried,06:00PM-03:00AM,Prince Infocity,Chennai,Team Member,Junior Process Associate,Industry Fresher,NA,,,,,0,,,,,0%,0%,0%,0%,BE/Btech,1,0,Voice,Night,E,Cab,,,0,Current Employee,1,0,0,0,0,,,Dinesh.Murthy,R06380,R02855,12/13/1991,06:30PM-03:30AM,,,Chennai,600088,Arrah,802158,10/13/2016,,AR Follow Up,Rural Metro,Rural Metro,10/4/2016,,,,,DELL,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R10050,10/3/2016,,,1, Month <= 01,25,Female,Married,06:30PM-03:30AM,Prince Infocity,Chennai,Team Member,Process Associate - Level 2,Lateral,NA,,,,,0,,,,,0%,0%,0%,0%,BA/Bcom/BPharm,1.5,0,Voice,Night,E,Cab,,,0,Current Employee,1,0,0,0,0,,,Rajkumar1.Ravikumar,R07328,R02455,7/13/1991,,,,Chennai,600091,Chennai,600091,11/7/2016,,AR Follow Up,NMBS,Non APM,10/4/2016,,,,,Access Healthcare Services,Green,Ramp,Accounts Receivable,Revenue Cycle Management,Operations
R10051,10/3/2016,,,1, Month <= 01,24,Male,UnMarried,06:30PM-03:30AM,NMR,Chennai,Team Member,Process Associate - Level 2,Lateral,NA,,,,,0,,98,,,0%,095 - 098 %,0%,0%,BSc,1,0,Voice,Night,E,Cab,,,0,Current Employee,1,0,0,0,0,,,Visalakshhi.Saivarajan,R02763,R03738,10/16/1992,06:30PM-03:30AM,,,Chennai,600081,Chennai,600081,11/4/2016,,AR Follow Up,Duke,Hospital,10/5/2016,AR,AR Follow Up,Duke,Physicians,Aceesshealthcare,Green,OJT,Accounts Receivable,Revenue Cycle Management,Operations
R10052,10/3/2016,,,1, Month <= 01,25,Male,UnMarried,06:30PM-03:30AM,Prince Infocity,Chennai,Team Member,Process Associate - Level 2,Lateral,NA,,,,,0,,,,,0%,0%,0%,0%,BE/Btech,3,0,Voice,Night,E,Cab,,,0,Current Employee,1,0,0,0,0,,,IbrahimGani.YusufGani,R04143,R00832,5/21/1991,,,,Chennai,600041,Pudukottai,622104,10/31/2016,,AR Follow Up,RTI,RTI,10/17/2016,AR,AR Follow Up,RTI,RTI,AJUBA SOLUTIONS,Green,Long Leave,Accounts Receivable,Revenue Cycle Management,Operations
R10053,10/3/2016,,,1, Month <= 01,26,Female,UnMarried,06:30PM-03:30AM,NMR,Chennai,Team Member,Process Associate - Level 2,Lateral,NA,,,,,0,,,,,0%,0%,0%,0%,BE/Btech,1,0,Voice,Night,E,Cab,,,0,Current Employee,1,0,0,0,0,,,KrishnaMoorthy.Nallusamy,R03534,R01904,7/30/1990,,,,Chennai,600087,Vellore,635851,10/5/2016,,AR Follow Up,McKesson,Vancouver,10/4/2016,,,,,visionary rcm infotech,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R10054,10/3/2016,,,1, Month <= 01,27,Male,UnMarried,06:00PM-03:00AM,NMR,Chennai,Team Member,Process Associate - Level 1,Lateral,NA,,,,,0,,,,,0%,0%,0%,0%,MSc/Mpharm/MPhil,3,0,Voice,Night,E,Cab,,,0,Current Employee,1,0,0,0,0,,,Hemanth.suryaprakash,R01945,R00083,4/19/1989,06:30PM-03:30AM,NMR,Chennai,Chennai,600095,Chennai,600095,10/10/2016,,AR Follow Up,AdvancedMD,AdvancedMD,10/4/2016,,,,,SRIRAMACHANDRAN B,Amber,FTE-Ramp Up,Accounts Receivable,Revenue Cycle Management,Operations
R10055,10/3/2016,,,1, Month <= 01,24,Male,UnMarried,06:00PM-03:00AM,Prince Infocity,Chennai,Team Member,Process Associate - Level 1,Lateral,NA,,,,,0,,,,,0%,0%,0%,0%,BE/Btech,0,0,Voice,Night,E,Two Wheeler,,,0,Current Employee,1,0,0,0,0,,,Rajkumar1.Ravikumar,R07328,R02455,9/17/1992,06:30PM-03:30AM,,,Kancheepuram,600117,Chennai,600114,11/1/2016,,AR Follow Up,NMBS,Non APM,11/3/2016,AR,AR Follow Up,NMBS,APM,Access Healthcare Chennai,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R10056,10/3/2016,,,1, Month <= 01,23,Female,UnMarried,06:00PM-03:00AM,NMR,Chennai,Team Member,Process Associate - Level 1,Lateral,NA,,,,,0,,,,,0%,0%,0%,0%,BE/Btech,2.5,0,Voice,Night,E,Cab,,,0,Current Employee,1,0,0,0,0,,,SyriaPushpam.John,R03527,R01904,4/11/1993,06:30PM-03:30AM,,,Chennai,600116,Madurai,625106,10/7/2016,,AR Follow Up,Origin,Origin,10/10/2016,AR,AR Follow Up,Duke,Physicians,Dell international business process solutions,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R10057,10/4/2016,11/8/2016,2016-11,1, Month <= 01,28,Male,UnMarried,06:30PM-03:30AM,HYD,Hyderabad,Team Member,Trainee - Process Associate,Fresher,NA,,,,,,,,,,,,,,BA/Bcom/BPharm,19,0,Voice,Night,NA,Cab,,,0,Employee Left,0,0,0,0,1,Training,Drop,VenkataRaj.Mahendran,R01606,R00352,9/18/1988,,,,Hyderabad,500008,Hyderabad,500008,10/4/2016,,AR Follow Up,AGS,AGS,10/4/2016,,,,,,Green,,Accounts Receivable,Revenue Cycle Management,Operations
R10058,10/4/2016,,,1, Month <= 01,21,Male,UnMarried,06:00PM-03:00AM,HYD,Hyderabad,Team Member,Trainee - Process Associate,Industry Fresher,NA,,,,,0,,100,,,0%,098 - 100 %,0%,0%,BSc,0,0,Voice,Night,E,Cab,,,0,Current Employee,1,0,0,0,0,,,Divya.Jagannathan,R03927,R09999,2/28/1995,06:30PM-03:30AM,,,Hyderabad,500035,Hyderabad,500035,10/28/2016,,AR Follow Up,AGS,AGS,10/4/2016,,,,,,Green,,Accounts Receivable,Revenue Cycle Management,Operations
