"EmployeeCode","ExperienceInAGS","EmployeeAge","Gender","MaritalStatus","WorkLocation","JobRole","ExperienceType","ProdAvgDuringNotice","QualAvgDuringNotice","Course","Last30DaysLeaveCount","TotalExtraHoursWorked","Function","Shift","TransportMode","EngagementIndex","Availability_Filter","Attrition","Available"
"R08736",6,27,"Male","UnMarried","Hyderabad","Team Member","Industry Fresher",98.98,98.98,"BA/Bcom/BPharm",3,0,"Voice","06:30PM-03:30AM","Cab","Green","Current Employee",0,1
"R08737",6,21,"Male","UnMarried","Hyderabad","Team Member","Fresher",100,100,"BSc",1,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08738",0,27,"Male","UnMarried","Hyderabad","Team Member","Fresher",50,50,"BA/Bcom/BPharm",6,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R08739",5,23,"Female","UnMarried","Hyderabad","Team Member","Fresher",100,100,"BA/Bcom/BPharm",22,1,"Voice","06:30PM-03:30AM","Cab","Red","Employee Left",1,0
"R08740",6,25,"Male","UnMarried","Chennai","Team Member","Lateral",103.09,103.09,"BE/Btech",2,6,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08741",6,40,"Male","Married","Chennai","Team Member","Lateral",92.53,92.53,"BSc",0,4,"Voice","06:30PM-03:30AM","Cab","Green","Current Employee",0,1
"R08742",6,24,"Male","UnMarried","Hyderabad","Team Member","Fresher",103.93,103.93,"BE/Btech",9,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08778",1,24,"Male","UnMarried","Chennai","Team Member","Fresher",78.31,78.31,"BCA/BBA",4,8,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R08779",5,27,"Male","UnMarried","Chennai","Team Member","Fresher",102.14,102.14,"BSc",1,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08780",5,24,"Female","UnMarried","Chennai","Team Member","Fresher",35.06,35.06,"BE/Btech",2,0,"Voice","06:30PM-03:30AM","Cab","Green","Current Employee",0,1
"R08781",5,25,"Male","UnMarried","Chennai","Team Member","Fresher",89.89,89.89,"BA/Bcom/BPharm",8,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08782",2,24,"Male","UnMarried","Chennai","Team Member","Fresher",105.43,105.43,"BSc",11,8,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R08783",5,24,"Male","UnMarried","Chennai","Team Member","Fresher",101.69,101.69,"BE/Btech",1,0,"Voice","06:00PM-03:00AM","Cab","Red","Current Employee",0,1
"R08784",2,24,"Male","UnMarried","Chennai","Team Member","Fresher",33.33,33.33,"BE/Btech",16,8,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R08785",5,23,"Female","UnMarried","Chennai","Team Member","Fresher",66.71,66.71,"MA/Mcom",21,0,"Voice","06:30PM-03:30AM","Cab","Red","Employee Left",1,0
"R08786",1,22,"Male","UnMarried","Chennai","Team Member","Fresher",72.51,72.51,"BCA/BBA",4,8,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R08787",4,20,"Male","UnMarried","Chennai","Team Member","Fresher",88.26,88.26,"BSc",20,0,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R08788",4,20,"Male","UnMarried","Chennai","Team Member","Fresher",132.84,132.84,"BSc",17,1,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R08789",5,23,"Male","UnMarried","Chennai","Team Member","Fresher",112.03,112.03,"MBA",0,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08790",1,21,"Male","UnMarried","Chennai","Team Member","Fresher",122.48,122.48,"BCA/BBA",4,8,"Voice","06:30PM-03:30AM","Two Wheeler","Green","Employee Left",1,0
"R08791",2,22,"Male","UnMarried","Chennai","Team Member","Fresher",47.5,47.5,"BE/Btech",19,8,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R08792",5,21,"Male","UnMarried","Chennai","Team Member","Fresher",104.01,104.01,"BCA/BBA",1,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08794",0,24,"Male","UnMarried","Chennai","Team Member","Fresher",90.2,90.2,"BE/Btech",4,0,"Voice","05:30PM-02:30AM","Cab","Red","Employee Left",1,0
"R08795",0,25,"Male","UnMarried","Chennai","Team Member","Fresher",99.67,99.67,"BE/Btech",4,0,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R08796",5,29,"Male","UnMarried","Chennai","Team Member","Lateral",104.5,104.5,"HSC",1,0,"Voice","05:30PM-02:30AM","Cab","Green","Current Employee",0,1
"R08797",5,34,"Male","UnMarried","Chennai","Team Member","Lateral",111.52,111.52,"BSc",0,6,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08798",5,25,"Male","UnMarried","Chennai","Team Member","Lateral",108.66,108.66,"BSc",1,9,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08799",1,26,"Male","Married","Chennai","Team Member","Lateral",50,50,"BSc",13,0,"Voice","05:30PM-02:30AM","Cab","Amber","Employee Left",1,0
"R08800",5,25,"Male","UnMarried","Chennai","Team Member","Lateral",100.7,100.7,"BE/Btech",2,3,"Voice","05:30PM-02:30AM","Two Wheeler","Green","Current Employee",0,1
"R08801",5,33,"Male","Married","Hyderabad","Team Member","Lateral",79.77,79.77,"BA/Bcom/BPharm",2,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08802",1,29,"Female","UnMarried","Chennai","Team Member","Lateral",88.65,88.65,"BA/Bcom/BPharm",13,0,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R08803",5,25,"Male","UnMarried","Chennai","Team Member","Lateral",106.86,106.86,"BE/Btech",2,4,"Voice","05:30PM-02:30AM","Two Wheeler","Green","Current Employee",0,1
"R08804",5,28,"Male","UnMarried","Chennai","Team Member","Lateral",106.8,106.8,"BE/Btech",3,1,"Voice","05:30PM-02:30AM","Cab","Green","Current Employee",0,1
"R08808",0,27,"Male","UnMarried","Chennai","Team Member","Lateral",106.86,106.86,"BE/Btech",7,0,"Voice","05:30PM-02:30AM","Cab","Green","Employee Left",1,0
"R08809",4,24,"Male","UnMarried","Hyderabad","Team Member","Lateral",103.09,103.09,"BSc",19,0,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R08810",5,24,"Female","UnMarried","Hyderabad","Team Member","Lateral",96.08,96.08,"SSLC",1,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08811",1,24,"Male","UnMarried","Chennai","Team Member","Lateral",68.89,68.89,"BSc",1,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R08816",5,25,"Male","UnMarried","Chennai","Team Member","Lateral",103.99,103.99,"BE/Btech",1,11,"Voice","06:30PM-03:30AM","Cab","Amber","Current Employee",0,1
"R08817",5,30,"Female","UnMarried","Hyderabad","Team Member","Lateral",100,100,"MSc/Mpharm/MPhil",0.5,12,"Voice","06:30PM-03:30AM","Cab","Green","Current Employee",0,1
"R08818",5,24,"Female","UnMarried","Chennai","Team Member","Lateral",69.43,69.43,"BE/Btech",3,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08819",5,38,"Male","UnMarried","Hyderabad","Team Member","Lateral",100,100,"BSc",2,1,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08820",5,35,"Female","UnMarried","Hyderabad","Team Member","Industry Fresher",8.8,8.8,"BA/Bcom/BPharm",2,4,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08821",5,22,"Female","UnMarried","Hyderabad","Team Member","Fresher",119.64,119.64,"BE/Btech",1,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08822",5,21,"Female","UnMarried","Hyderabad","Team Member","Fresher",10.09,10.09,"BSc",0,2,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08823",2,21,"Female","UnMarried","Hyderabad","Team Member","Fresher",59.22,59.22,"BSc",13,3,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R08824",5,29,"Male","Married","Hyderabad","Team Member","Industry Fresher",100.68,100.68,"MCA",4,8,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08825",5,24,"Male","UnMarried","Hyderabad","Team Member","Industry Fresher",14.16,14.16,"BE/Btech",1,2,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08826",5,26,"Male","UnMarried","Hyderabad","Team Member","Industry Fresher",81.24,81.24,"BA/Bcom/BPharm",3,3,"Voice","06:00PM-03:00AM","Cab","Red","Current Employee",0,1
"R08827",5,22,"Female","UnMarried","Hyderabad","Team Member","Fresher",97.61,97.61,"BSc",1,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08828",5,31,"Male","UnMarried","Hyderabad","Team Member","Industry Fresher",11.63,11.63,"BA/Bcom/BPharm",0,1,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08829",5,22,"Female","UnMarried","Hyderabad","Team Member","Fresher",10.68,10.68,"BSc",1,3,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08830",5,22,"Female","UnMarried","Hyderabad","Team Member","Fresher",10.21,10.21,"BA/Bcom/BPharm",0,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08831",5,22,"Female","UnMarried","Hyderabad","Team Member","Fresher",11.67,11.67,"BE/Btech",4,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08832",5,21,"Female","UnMarried","Hyderabad","Team Member","Fresher",110.22,110.22,"BE/Btech",2.5,0,"Voice","06:00PM-03:00AM","Cab","Amber","Current Employee",0,1
"R08833",5,22,"Female","UnMarried","Hyderabad","Team Member","Fresher",95.13,95.13,"BSc",4,0,"Voice","06:00PM-03:00AM","Cab","Red","Current Employee",0,1
"R08834",5,22,"Female","UnMarried","Hyderabad","Team Member","Fresher",12.88,12.88,"BA/Bcom/BPharm",1,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08835",1,20,"Male","UnMarried","Hyderabad","Team Member","Industry Fresher",69.4,69.4,"BE/Btech",15,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R08836",3,24,"Male","UnMarried","Hyderabad","Team Member","Industry Fresher",72.73,72.73,"BSc",7,11,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R08837",1,21,"Female","UnMarried","Hyderabad","Team Member","Fresher",131.4,131.4,"BE/Btech",8,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R08838",1,26,"Female","UnMarried","Hyderabad","Team Member","Industry Fresher",100,100,"BE/Btech",15,0,"Voice","06:00PM-03:00AM","Bus","Green","Employee Left",1,0
"R08839",5,21,"Female","UnMarried","Hyderabad","Team Member","Industry Fresher",90.12,90.12,"BA/Bcom/BPharm",2.5,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08840",5,24,"Male","UnMarried","Hyderabad","Team Member","Industry Fresher",8.59,8.59,"BA/Bcom/BPharm",2.5,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08841",5,25,"Female","Married","Hyderabad","Team Member","Industry Fresher",109.89,109.89,"BSc",3,0,"Voice","06:00PM-03:00AM","Cab","Red","Current Employee",0,1
"R08842",1,24,"Male","Married","Hyderabad","Team Member","Industry Fresher",126.77,126.77,"BE/Btech",19,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R08843",5,25,"Male","UnMarried","Chennai","Team Member","Industry Fresher",135.69,135.69,"BE/Btech",0,32,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08844",5,21,"Female","UnMarried","Chennai","Team Member","Fresher",106.86,106.86,"BSc",1,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08845",5,22,"Male","UnMarried","Chennai","Team Member","Industry Fresher",127.63,127.63,"BCA/BBA",0,0,"Voice","06:00PM-03:00AM","Others","Green","Current Employee",0,1
"R08846",5,23,"Male","UnMarried","Chennai","Team Member","Fresher",68.31,68.31,"BE/Btech",0.5,8,"Voice","08:00AM-05:00PM","Cab","Green","Current Employee",0,1
"R08847",5,24,"Male","UnMarried","Chennai","Team Member","Fresher",37.49,37.49,"BE/Btech",3,8,"Voice","08:00AM-05:00PM","Cab","Green","Current Employee",0,1
"R08848",2,24,"Male","UnMarried","Chennai","Team Member","Fresher",100,100,"BCA/BBA",15,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R08849",5,25,"Female","UnMarried","Chennai","Team Member","Fresher",122.89,122.89,"BE/Btech",5,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08850",4,24,"Female","Married","Chennai","Team Member","Fresher",50,50,"MSc/Mpharm/MPhil",18,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R08851",3,22,"Female","UnMarried","Chennai","Team Member","Fresher",115.2,115.2,"BSc",16,4,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R08852",3,21,"Male","UnMarried","Chennai","Team Member","Fresher",100.53,100.53,"BCA/BBA",15,4,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R08853",5,21,"Male","UnMarried","Chennai","Team Member","Fresher",117.62,117.62,"BA/Bcom/BPharm",1,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08854",5,24,"Male","UnMarried","Chennai","Team Member","Industry Fresher",133.24,133.24,"BE/Btech",1,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08855",5,24,"Male","UnMarried","Chennai","Team Member","Industry Fresher",117.13,117.13,"Diploma",0,1,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08856",5,21,"Male","UnMarried","Chennai","Team Member","Fresher",118.97,118.97,"BA/Bcom/BPharm",4,9,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08857",1,24,"Male","UnMarried","Chennai","Team Member","Industry Fresher",109.04,109.04,"BE/Btech",18.5,8,"Voice","06:30PM-03:30AM","Two Wheeler","Red","Employee Left",1,0
"R08858",5,24,"Male","UnMarried","Chennai","Team Member","Industry Fresher",116.86,116.86,"BA/Bcom/BPharm",1,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08859",5,23,"Female","UnMarried","Chennai","Team Member","Fresher",118.53,118.53,"BSc",8,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08860",5,23,"Male","UnMarried","Chennai","Team Member","Fresher",103.78,103.78,"BE/Btech",2,0,"Voice","06:00PM-03:00AM","Cab","Amber","Current Employee",0,1
"R08861",5,22,"Male","UnMarried","Chennai","Team Member","Fresher",141.67,141.67,"BE/Btech",1,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08862",5,21,"Male","UnMarried","Chennai","Team Member","Industry Fresher",104.25,104.25,"BCA/BBA",1,0,"Voice","06:00PM-03:00AM","Cab","Amber","Current Employee",0,1
"R08863",5,27,"Female","Married","Chennai","Team Member","Industry Fresher",114.58,114.58,"BCA/BBA",2,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08864",2,22,"Male","UnMarried","Chennai","Team Member","Fresher",97,97,"BE/Btech",9,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R08865",5,20,"Male","UnMarried","Chennai","Team Member","Fresher",138.9,138.9,"BCA/BBA",1,4,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08869",5,33,"Male","Married","Hyderabad","Team Member","Lateral",100,100,"BA/Bcom/BPharm",6,1,"Voice","06:30PM-03:30AM","Cab","Green","Current Employee",0,1
"R08893",5,25,"Male","UnMarried","Chennai","Team Member","Lateral",67.11,67.11,"MA/Mcom",2,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08894",5,24,"Female","UnMarried","Chennai","Team Member","Lateral",67.71,67.71,"BE/Btech",1,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08895",2,22,"Female","UnMarried","Chennai","Team Member","Lateral",102.29,102.29,"BE/Btech",13,1,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R08930",1,26,"Male","UnMarried","Chennai","Team Member","Lateral",105.23,105.23,"BSc",14,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R08931",5,20,"Female","UnMarried","Chennai","Team Member","Fresher",76.61,76.61,"BCA/BBA",0,0,"Voice","06:30PM-03:30AM","Cab","Green","Current Employee",0,1
"R08932",1,24,"Male","UnMarried","Chennai","Team Member","Fresher",95.02,95.02,"BE/Btech",5,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R08933",3,23,"Male","UnMarried","Chennai","Team Member","Fresher",41.11,41.11,"BE/Btech",14,0,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R08934",4,20,"Male","UnMarried","Chennai","Team Member","Fresher",46.92,46.92,"BSc",14,0,"Voice","06:00PM-03:00AM","Cab","Amber","Employee Left",1,0
"R08935",3,23,"Male","UnMarried","Chennai","Team Member","Industry Fresher",43.18,43.18,"BE/Btech",17,0,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R08936",4,23,"Female","UnMarried","Chennai","Team Member","Fresher",36.93,36.93,"BE/Btech",7,0,"Voice","06:00PM-03:00AM","Cab","Red","Employee Left",1,0
"R08937",5,22,"Male","UnMarried","Chennai","Team Member","Industry Fresher",75.88,75.88,"BE/Btech",2,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08938",5,20,"Male","UnMarried","Chennai","Team Member","Fresher",78.6,78.6,"BCA/BBA",0,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08939",5,25,"Male","UnMarried","Chennai","Team Member","Fresher",74.93,74.93,"MA/Mcom",1,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08940",5,22,"Male","UnMarried","Chennai","Team Member","Fresher",61.01,61.01,"BSc",3,0,"Voice","06:00PM-03:00AM","Others","Green","Current Employee",0,1
"R08941",5,23,"Male","UnMarried","Chennai","Team Member","Fresher",72.38,72.38,"BE/Btech",4,0,"Voice","06:00PM-03:00AM","Cab","Red","Current Employee",0,1
"R08942",5,27,"Female","Married","Chennai","Team Member","Fresher",107.42,107.42,"BCA/BBA",10,3,"Voice","06:30PM-03:30AM","Cab","Red","Current Employee",0,1
"R08943",2,26,"Male","UnMarried","Chennai","Team Member","Industry Fresher",50,50,"BA/Bcom/BPharm",15,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R08944",4,24,"Female","UnMarried","Chennai","Team Member","Fresher",70.54,70.54,"MA/Mcom",17,0,"Voice","06:00PM-03:00AM","Cab","Green","Employee Left",1,0
"R08945",5,23,"Male","UnMarried","Chennai","Team Member","Fresher",109.6,109.6,"BE/Btech",3,0,"Voice","06:00PM-03:00AM","Cab","Red","Current Employee",0,1
"R08946",5,29,"Male","UnMarried","Chennai","Team Member","Industry Fresher",75.25,75.25,"BCA/BBA",6.5,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08947",5,23,"Male","UnMarried","Hyderabad","Team Member","Lateral",66.67,66.67,"BE/Btech",1,2,"Voice","06:30PM-03:30AM","Cab","Green","Current Employee",0,1
"R08948",2,23,"Male","UnMarried","Hyderabad","Team Member","Lateral",118.85,118.85,"BE/Btech",3,10,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R08950",5,21,"Male","UnMarried","Chennai","Team Member","Lateral",67.06,67.06,"BCA/BBA",2.5,0,"Voice","06:00PM-03:00AM","Cab","Amber","Current Employee",0,1
"R08951",5,24,"Male","UnMarried","Chennai","Team Member","Lateral",90.25,90.25,"BE/Btech",1.5,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08955",5,24,"Male","UnMarried","Chennai","Team Member","Fresher",109.64,109.64,"BE/Btech",1.5,0,"Voice","06:00PM-03:00AM","Cab","Amber","Current Employee",0,1
"R08956",5,31,"Male","Married","Hyderabad","Team Member","Lateral",95,95,"BA/Bcom/BPharm",5,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08957",5,25,"Male","Married","Hyderabad","Team Member","Lateral",100,100,"BA/Bcom/BPharm",3,0,"Voice","06:00PM-03:00AM","Cab","Amber","Current Employee",0,1
"R08967",5,33,"Male","Married","Hyderabad","Team Member","Lateral",66.67,66.67,"BE/Btech",3,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08968",4,23,"Male","UnMarried","Chennai","Team Member","Lateral",86.93,86.93,"BSc",21,0,"Voice","06:00PM-03:00AM","Two Wheeler","Red","Employee Left",1,0
"R08969",2,24,"Male","UnMarried","Chennai","Team Member","Lateral",50,50,"BSc",19,0,"Voice","06:30PM-03:30AM","Two Wheeler","Red","Employee Left",1,0
"R08970",5,23,"Female","UnMarried","Chennai","Team Member","Lateral",102.19,102.19,"BSc",1,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R08997",4,26,"Female","Married","Chennai","Team Member","Lateral",94.42,94.42,"BSc",16,0,"Voice","06:30PM-03:30AM","Cab","Red","Employee Left",1,0
"R08998",5,29,"Male","Married","Hyderabad","Team Member","Lateral",99.85,99.85,"HSC",1,11,"Voice","06:30PM-03:30AM","Cab","Green","Current Employee",0,1
"R08999",5,21,"Male","UnMarried","Chennai","Team Member","Fresher",28.33,28.33,"BE/Btech",0,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09000",5,25,"Male","UnMarried","Chennai","Team Member","Fresher",103.09,103.09,"Diploma",0,2,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09001",1,24,"Male","UnMarried","Chennai","Team Member","Industry Fresher",96.07,96.07,"BE/Btech",9,8,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R09002",5,20,"Female","UnMarried","Chennai","Team Member","Fresher",67,67,"BA/Bcom/BPharm",0,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09003",5,21,"Male","UnMarried","Chennai","Team Member","Fresher",28.67,28.67,"BA/Bcom/BPharm",9,0,"Voice","06:00PM-03:00AM","Cab","Amber","Current Employee",0,1
"R09004",1,21,"Male","UnMarried","Chennai","Team Member","Fresher",87.97,87.97,"BA/Bcom/BPharm",5.5,8,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R09005",1,23,"Female","UnMarried","Chennai","Team Member","Industry Fresher",103.07,103.07,"BSc",8,11,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R09006",1,23,"Male","UnMarried","Chennai","Team Member","Fresher",73.7,73.7,"BE/Btech",6.5,8,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R09007",1,25,"Male","UnMarried","Chennai","Team Member","Industry Fresher",54.11,54.11,"BE/Btech",5.5,8,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R09008",1,24,"Male","UnMarried","Chennai","Team Member","Fresher",46.11,46.11,"BE/Btech",5.5,8,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R09009",0,23,"Male","UnMarried","Chennai","Team Member","Industry Fresher",103.12,103.12,"BA/Bcom/BPharm",6,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R09010",5,22,"Male","UnMarried","Chennai","Team Member","Fresher",25,25,"BA/Bcom/BPharm",1,8,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09011",5,20,"Female","UnMarried","Chennai","Team Member","Fresher",67,67,"BSc",16.5,0,"Voice","06:00PM-03:00AM","Cab","Red","Current Employee",0,1
"R09012",5,23,"Male","UnMarried","Chennai","Team Member","Fresher",69.21,69.21,"BE/Btech",0,10,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09013",1,21,"Male","UnMarried","Chennai","Team Member","Fresher",126.99,126.99,"BCA/BBA",6,8,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R09014",5,21,"Male","UnMarried","Chennai","Team Member","Fresher",31.67,31.67,"BA/Bcom/BPharm",1,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09015",5,20,"Female","UnMarried","Hyderabad","Team Member","Fresher",97.33,97.33,"BA/Bcom/BPharm",1,6,"Voice","06:30PM-03:30AM","Cab","Green","Current Employee",0,1
"R09016",1,24,"Female","UnMarried","Hyderabad","Team Member","Fresher",95.32,95.32,"Diploma",13,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R09017",2,24,"Female","UnMarried","Hyderabad","Team Member","Fresher",100,100,"BE/Btech",15,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R09018",5,21,"Female","UnMarried","Hyderabad","Team Member","Fresher",64.98,64.98,"BA/Bcom/BPharm",4,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09019",5,24,"Female","UnMarried","Hyderabad","Team Member","Fresher",96.79,96.79,"BA/Bcom/BPharm",0,4,"Voice","06:30PM-03:30AM","Cab","Amber","Current Employee",0,1
"R09020",2,23,"Male","Married","Hyderabad","Team Member","Fresher",100,100,"BCA/BBA",17,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R09021",5,21,"Female","UnMarried","Hyderabad","Team Member","Fresher",73.76,73.76,"BA/Bcom/BPharm",0,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09022",0,21,"Female","UnMarried","Hyderabad","Team Member","Fresher",66.67,66.67,"BSc",7,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R09023",5,22,"Female","UnMarried","Hyderabad","Team Member","Fresher",74.03,74.03,"BE/Btech",2,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09024",5,25,"Male","UnMarried","Hyderabad","Team Member","Industry Fresher",73.33,73.33,"MBA",2,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09025",5,24,"Male","UnMarried","Hyderabad","Team Member","Fresher",80.81,80.81,"BE/Btech",3,0,"Voice","06:00PM-03:00AM","Cab","Green","Current Employee",0,1
"R09026",2,25,"Female","UnMarried","Hyderabad","Team Member","Industry Fresher",100,100,"BA/Bcom/BPharm",20,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R09027",2,21,"Female","Married","Hyderabad","Team Member","Fresher",101.56,101.56,"HSC",18,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R09028",1,20,"Female","UnMarried","Hyderabad","Team Member","Fresher",114.03,114.03,"Diploma",10,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R09029",3,28,"Female","Married","Hyderabad","Team Member","Industry Fresher",98.67,98.67,"BE/Btech",11,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R09030",3,20,"Male","UnMarried","Hyderabad","Team Member","Fresher",83.28,83.28,"BA/Bcom/BPharm",12,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
"R09031",2,24,"Female","UnMarried","Hyderabad","Team Member","Industry Fresher",100,100,"BE/Btech",17,0,"Voice","06:30PM-03:30AM","Cab","Green","Employee Left",1,0
